	Japanese	English	Japanese Example	English Sentence	speaking score	listening score
5151	たいけい	system, organization	きんむ の <b>たいけい</b> を みなおす こと に しました	We've decided to review the work system.	0	0
5152	なめる	lick, lap	いぬ に かお を <b>なめられました</b>	The dog licked my face.	0	0
5153	りけい	science	かれ は <b>りけい</b> の がくせい です	He's a science student.	0	0
5154	ぶんけい	liberal arts, humanities	かのじょ は <b>ぶんけい</b> です	She's in a humanities program.	0	0
5155	にっかん	Japan and Korea	<b>にっかん</b> ごうどう の こんさーと が ひらかれた よ	There was a joint concert with Japan and South Korea.	0	0
5156	にらむ	glare, stare	かのじょ は わたし を <b>にらんだ</b> の	She glared at me.	0	0
5157	たえる	withstand, endure	この びる は おおじしん に <b>たえられる</b> でしょう か	Would this building be able to withstand a large earthquake?	0	0
5158	やじるし	arrow	<b>やじるし</b> に そって あるいて ください	Please follow the arrow.	0	0
5159	つめきり	nail clipper	<b>つめきり</b> を とって ください	Please pass me the nail clipper.	0	0
5160	ぼう	rod, stick	この <b>ぼう</b> は なに に つかう の です か	What do you use this stick for?	0	0
5161	ひとがら	character, personality	みんな かれ の あたたかい <b>ひとがら</b> が だいすき だ よ	Everyone loves his warm personality.	0	0
5162	ねずみ	rat, mouse	だいどころ に <b>ねずみ</b> が でた	A mouse came out in the kitchen.	0	0
5163	つめる	stuff, fill	かばん に にもつ を <b>つめました</b>	I packed my things into the bag.	0	0
5164	つまる	be stuffed, be stopped up	ぷりんた の いんく が <b>つまって</b> しまいました	The printer's ink got blocked up.	0	0
5165	ゆずる	transfer, concede	じょうし が くるま を <b>ゆずって くれた</b> の	My boss gave me his car.	0	0
5166	まことに	truly, very	<b>まことに</b> ありがとう ございます	Thank you very much indeed.	0	0
5167	もりあげる	build up excitement	おうえんだん が しあい を <b>もりあげた</b> ん だ	The cheering squad boosted the excitement of the game.	0	0
5168	もりあがる	become lively, get fired up	さくや の ぱーてぃ は とても <b>もりあがった</b> な	Last night's party was very lively.	0	0
5169	はり	needle, needle-shaped object	はは は いと を <b>はり</b> に とおした	My mother threaded the needle.	0	0
5170	つり	angling	ちち は <b>つり</b> が だいすき です	My father loves fishing.	0	0
5171	つりあい	balance, proportion	この かみひこうき は さゆう の <b>つりあい</b> が とれて いない な	The right-left balance on this paper airplane isn't right.	0	0
5172	のんき	carefree, easy-going	かれ は ずいぶん <b>のんき</b> な やつ だ	He's a fairly easygoing guy.	0	0
5173	つりあう	balance, match	しゅうにゅう と ししゅつ が <b>つりあって いない</b>	The income and expenses don't balance.	0	0
5174	にぶい	dull, sluggish	きょう は あたま の かいてん が <b>にぶい</b> です	My brain is working slowly today.	0	0
5175	どんかん	thick-headedness	あの ひと は すこし <b>どんかん</b> だ と おもいます	That person is a bit thickheaded I think.	0	0
5176	たに	valley, ravine	その むら は ふかい <b>たに</b> に ある の	The village is in a deep valley.	0	0
5177	よゆう	room, leeway	しゅっぱつ まで じかん の <b>よゆう</b> が あります	There's plenty of time until departure.	0	0
5178	にゅうよく	bathing	わたし は まいにち ねる まえ に <b>にゅうよく</b> します	I take a bath every day before I go to bed.	0	0
5179	はえ	fly	<b>はえ</b> が うるさく とん でいる ね 。	An annoying fly is flying about.	0	0
5180	はま	beach, seashore	こんばん <b>はま</b> で はなび たいかい が あります よ	There's going to be a fireworks show at the beach tonight.	0	0
5181	もる	leak, be leaky@heap up, fill	てんじょう から あめ が <b>もる</b> の@ごはん を <b>もって</b> ください	Rain is leaking from the ceiling.@Please fill the bowl with rice.	0	0
5182	はまべ	beach, seashore	<b>はまべ</b> で きれい な かいがら を ひろいました	I picked up a beautiful shell on the beach.	0	0
5183	わん	bay, gulf	とうきょう<b>わん</b> は じゅうよう な やくわり を はたして いる	Tokyo Bay plays an important role.	0	0
5184	もぐる	dive into	かれ は ながい あいだ うみ に <b>もぐって いた</b> の	He was diving in the sea for a long time.	0	0
5185	ばかばかしい	stupid, absurd	<b>ばかばかしい</b> えいが だ が おもしろかった	It was an absurd but interesting movie.	0	0
5186	れいたん	cool, indifferent	かれ は かのじょ に <b>れいたん</b> な たいど を とった ね	He took a cold-hearted attitude toward her.	0	0
5187	どろ	mud, dirt	くつ が <b>どろ</b>だらけ に なった よ	Her shoes were covered with mud.	0	0
5188	にごる	get cloudy	その いけ の みず は <b>にごって いる</b> ね	The pond water is cloudy.	0	0
5189	ゆのみ	teacup	<b>ゆのみ</b> に は おちゃ を いれて お ちゃわん に は ごはん を よそいます	We pour tea in a teacup and serve rice in a rice bowl.	0	0
5190	ゆげ	steam, vapor	やかん から <b>ゆげ</b> が でて います よ	Steam is coming out the kettle.	0	0
5191	はかり	scales	けーき を つくる とき は <b>はかり</b> を つかいます 。	I use a kitchen scale when I bake a cake.	0	0
5192	もれる	leak, be disclosed	かれ の へっどふぉん から おと が <b>もれて</b> いる ね	Sound is leaking from his headphones.	0	0
5193	もらす	give away, let leak	ひみつ を <b>もらした</b> の は かれ です	He's the one who leaked the secret.	0	0
5194	ぬらす	wet, moisten	けいたい でんわ を みず で <b>ぬらして しまった</b> ん だ	I got my cell phone wet.	0	0
5195	みぞ	ditch, groove	くるま が <b>みぞ</b> に はまった の	The car got stuck in the ditch.	0	0
5196	はしご	ladder	<b>はしご</b> を つかって やね に のぼりました	I went up to the roof on a ladder.	0	0
5197	なげく	sigh, grieve	<b>なげいていて</b> も なに も かわりません	Grieving won't change anything.	0	0
5198	むしば	decayed tooth, cavity	<b>むしば</b> は よぼう できます	Tooth decay can be prevented.	0	0
5199	ちゅうじつ	faithfulness, devotion	いぬ は かいぬし に <b>ちゅうじつ</b> です	Dogs are faithful to their owner.	0	0
5200	ちゅうこく	advice, admonishment	せんせい から の <b>ちゅうこく</b> を きく べき だ よ	You should follow the teacher's advice.	0	0
5201	はだし	barefoot, bare feet	すなはま を <b>はだし</b> で かけまわった ん だ	He ran around on the beach barefoot.	0	0
5202	めぐまれる	be blessed, be privileged	とうじつ は てんき に <b>めぐまれました</b>	We were blessed with good weather that day.	0	0
5203	どうとく	morality, morals	こども に は <b>どうとく</b> を きちんと おしえて いきたいと おもいます	I'd like to properly teach my kids about morality.	0	0
5204	ちょっけい	diameter	この えん は <b>ちょっけい</b> 6 せんち です	This circle has a diameter of 6cm.	0	0
5205	はんけい	radius	この えん の <b>はんけい</b> は 5 せんち です	The radius of this circle is five centimeters.	0	0
5206	どんぶり	bowl	かれ は ごはん を <b>どんぶり</b> で たべた よ	He ate rice in a big bowl.	0	0
5207	バツ	cross, x-mark	<b>ばつ</b> が みっつ ある の で 85 てん です	Because there are three mistakes you get 85 points.	0	0
5208	まめ	bean, peas	いま <b>まめ</b> を にて います	I'm boiling some beans now.	0	0
5209	つぶ	grain, drop	その こ は おお<b>つぶ</b> の なみだ を うかべていた の	The child's eyes were brimming with big tears.	0	0
5210	むぎ	wheat	この はたけ で は <b>むぎ</b> を つくって います	We're growing wheat in this field.	0	0
5211	たはた	fields and rice paddies	この むら に は <b>たはた</b> が たくさん あります	There are a lot of fields in this village.	0	0
5212	とうゆ	kerosene, lamp oil	すとーぶ の <b>とうゆ</b> が なくなった わ よ	The kerosene for the stove has run out.	0	0
5213	ほのお	flame, blaze	ろうそく の <b>ほのお</b> が へや を てらした ん だ	The candle's flame lit the room.	0	0
5214	ひにく	cynicism, irony	かれ は <b>ひにく</b> ばかり いいます	He always says sarcastic things.	0	0
5215	ひふ	skin	ふゆ は <b>ひふ</b> が かんそう します ね	My skin dries out in winter.	0	0
5216	なまぐさい	smelling of fish	まないた が <b>なまぐさい</b> です	The chopping board smells fishy.	0	0
5217	におう	smell (pleasant)@stink (unpleasant)	ばら の はな が あまく <b>におって いる</b> ね@ながし が <b>におう</b> の で きれい に した よ	Rose flowers smell sweet.@I cleaned the sink because it smelled.	0	0
5218	めんどうくさい	troublesome, tiresome	この けいさん は <b>めんどうくさい</b> なあ	This calculation is troublesome.	0	0
5219	どうきょ	living together	わたし は まだ りょうしん と <b>どうきょ</b> して います	I still live with my parents.	0	0
5220	へい	fence, wall	ねこ が <b>へい</b> の うえ で ねて いる ぞ	The cat is sleeping on top of the wall.	0	0
5221	りれき	history, personal history	さいきん つかった ふぁいる は、 <b>りれき</b> から すぐ ひらけます	You can easily open recently used files from the history folder.	0	0
5222	りれきしょ	resume, bio	めんせつ の ため に <b>りれきしょ</b> を かきました	I wrote out my resume for the interview.	0	0
5223	はきもの	footwear	<b>はきもの</b> は くつばこ に いれて ください	Please put your footwear in the shoe cupboard	0	0
5224	ヒント	hint, clue	なにか <b>ひんと</b> を ください	Please give me a hint.	0	0
5225	とだな	closet, cupboard	この さら を <b>とだな</b> に しまって ください	Please put away this plate in the cupboard.	0	0
5226	とびら	door	かれ は <b>とびら</b> を あけた ん だ	He opened the door.	0	0
5227	はね	feather	この ぺん は とり の <b>はね</b> で つくられて います	This pen is made from a bird's feather.	0	0
5228	よくじつ	the following day	<b>よくじつ</b> かれ に あい に いきました	I went to see him the next day.	0	0
5229	よくあさ	the following morning	<b>よくあさ</b> は かいせい だった ね	The weather was fine the next morning.	0	0
5230	よくねん	the following year	かのじょ は だいがく そつぎょう の <b>よくねん</b> に けっこん した の	She married the year after graduating from university.	0	0
5231	ファックス	facsimile, fax	しょうさい は <b>ふぁっくす</b> で おくります	I'll send the details by fax.	0	0
5232	むれ	crowd, herd	みずうみ に とり の <b>むれ</b> が いた よ	There was a flock of birds on the lake.	0	0
5233	なぐる	hit, strike	かれ は おもわず ゆうじん を <b>なぐった</b> の	He hit his friend without thinking.	0	0
5234	はだ	skin, surface	かのじょ は <b>はだ</b> が とても しろい です ね	Her skin is very white.	0	0
5235	はだぎ	underwear	さむい の で あたたかい <b>はだぎ</b> を きました	I was cold so I put on some warm underwear.	0	0
5236	ふもと	foot of the mountain	かれ は やま の <b>ふもと</b> に すんで いる よ	He lives at the foot of a mountain.	0	0
5237	はだいろ	flesh color	かのじょ は <b>はだいろ</b> の しゃつ を きて います	She's wearing a skin-colored shirt.	0	0
5238	だいたん	boldness, daring	かのじょ は ずいぶん <b>だいたん</b> な こと を いう ね	She says fairly bold things.	0	0
5239	ゆうぐれ	evening, twilight	<b>ゆうぐれ</b> の そら が きれい です ね	The twilight sky is beautiful.	0	0
5240	フルーツ	fruit	おいし そう な <b>ふるーつ</b>ぜりー だ ね	That fruit jelly looks delicious, doesn't it?	0	0
5241	はか	grave, gravestone	そふ の <b>はか</b> は ちかく に あります	My grandfather's grave is nearby.	0	0
5242	ぼち	graveyard, cemetery	てら の となり に <b>ぼち</b> が あります	There's a graveyard next to the temple.	0	0
5243	はかまいり	visit to a grave	あした は かぞく で <b>はかまいり</b> に いきます	I'm going to visit the grave with my family tomorrow.	0	0
5244	そうしき	funeral ceremony	かれ の <b>そうしき</b> は あした です	His funeral is tomorrow.	0	0
5245	へそ	the navel, the bellybutton	かえる に は <b>へそ</b> が ない ん だ	Frogs have no belly button.	0	0
5246	れいぎ	good manners, courtesy	かのじょ は <b>れいぎ</b> が み に ついて います	She's accomplished in etiquette.	0	0
5247	にくむ	hate, detest	かれ は もう かのじょ を <b>にくんで</b> は いない よ	He no longer hates her.	0	0
5248	にくしみ	hatred, enmity	かれ の こころ は <b>にくしみ</b> に みちて いた ん だ	His heart was filled with hatred.	0	0
5249	にくらしい	hateful, horrible	いもうと は ときどき <b>にくらしい</b> こと を いう ん だ	My little sister sometimes says hateful things.	0	0
5250	にくい	hateful, abominable	かれ が <b>にくい</b> です か	Do you hate him?	0	0
5251	ほとけ	buddha, Buddhist image	<b>ほとけ</b> の おしえ を べんきょう しました	I studied the teachings of Buddha.	0	0
5252	べたべた	stick together	かっぷる が <b>べたべた</b> して いる ね	That couple are inseparable.	0	0
5253	ぶっきょう	Buddhism	おそうしき は <b>ぶっきょう</b> で おこなう こと が おおい です	Funerals are often conducted according to Buddhist rites.	0	0
5254	ぼうさん	Buddhist priest	わたし の ゆうじん は お<b>ぼうさん</b> を して いる の	My friend works as a priest.	0	0
5255	たけ	bamboo	この ふえ は <b>たけ</b> で できて いる	This flute is made of bamboo.	0	0
5256	ひっしゃ	writer	<b>ひっしゃ</b> の しゅし を かんがえて ください	Please consider the author's point.	0	0
5257	たま	bullet, shot@bead, ball	かれ は ぴすとる に <b>たま</b> を こめた ん だ@かれ の かお に <b>たま</b> の よう な あせ が ながれて いた の	He loaded the pistol.@Beads of sweat rolled down his face.	0	0
5258	ひっきしけん	written examination	その かいしゃ の <b>ひっきしけん</b> は むずかしかった よ	That company's written examination was difficult.	0	0
5259	ほうき	broom	<b>ほうき</b> で にわ を そうじ しました 。	I swept the yard with a broom.	0	0
5260	ひっきようぐ	writing materials, pens and pencils	きょう は <b>ひっきようぐ</b> を わすれました	I forgot my writing materials today.	0	0
5261	ふで	writing brush, penmanship	かれ は <b>ふで</b> で てがみ を かいた の	He wrote the letter with a brush.	0	0
5262	ふえ	flute, whistle	かれ は <b>ふえ</b> を ふく の が うまい ね	He's good at playing the flute.	0	0
5263	めいぼ	registry, name list	これ が さんかしゃ の <b>めいぼ</b> です	This is a list of the participants.	0	0
5264	ぶんれつ	division, split	かいしゃ が ふたつ の はばつ に <b>ぶんれつ</b> して いる ん だ	The company has been divided into two factions.	0	0
5265	ポスター	poster	でんちゅう に <b>ぽすたー</b> が はって あった	There was a poster pasted to the telegraph pole.	0	0
5266	ぬの	cloth	この <b>ぬの</b> は かーてん に つかえます	This cloth can be used for curtains.	0	0
5267	ほうちょう	kitchen knife, carving knife	<b>ほうちょう</b> で ゆび を きった	I cut my finger with a kitchen knife.	0	0
5268	ほうたい	bandage, dressing	かのじょ は て に <b>ほうたい</b> を まいて いた ん だ	Her hand was wrapped in a bandage.	0	0
5269	つつみ	package, parcel	この <b>つつみ</b> は だれ の です か	Whose parcel is this?	0	0
5270	つつみがみ	wrapping paper	<b>つつみがみ</b> は たたんで ください	Please fold the wrapping paper.	0	0
5271	ほどく	undo, unfasten	くつ の ひも を <b>ほどいた</b> の	I unlaced my shoes.	0	0
5272	もんく	complaint	かのじょ は いつも <b>もんく</b> ばかり いう	She always does nothing but complain.	0	0
5273	ちゅうじゅん	middle ten days of a month	らいげつ <b>ちゅうじゅん</b> に ふらんす へ いきます 。	I'll go to France in the middle of next month.	0	0
5274	へいぼん	common, ordinary	かれ は ごく <b>へいぼん</b> な ひと です	He's a very ordinary person.	0	0
5275	つうちょう	bankbook, passbook	ぎんこう の <b>つうちょう</b> を もって きて ください	Please bring your bank book.	0	0
5276	にんしん	pregnancy, conception	かのじょ が <b>にんしん</b> した そう です	I hear that she's pregnant.	0	0
5277	ほほ	cheek	かのじょ は まっか な <b>ほほ</b> を している ね 。	Her cheeks are flushed.	0	0
5278	よめ	bride, daughter-in-law	あね が <b>よめ</b> に いった の	My big sister got married.	0	0
5279	はなよめ	bride	<b>はなよめ</b> が ちちおや と いっしょ に はいって きました ね	The bride entered with her father.	0	0
5280	はなむこ	bridegroom	<b>はなむこ</b> と はなよめ が ならんで とうじょう した ん だ	The bride and bridegroom appeared side by side.	0	0
5281	ほほえむ	smile	かのじょ は わたし に <b>ほほえんだ</b> よ	She smiled at me.	0	0
5282	ねむたい	sleepy	まだ 8 じ な の に もう <b>ねむたい</b> です	I'm already sleepy even though it is only eight o'clock.	0	0
5283	ねむり	sleep, slumber	かのじょ は いつも より はやく <b>ねむり</b> に ついた よ	She fell asleep quicker than usual.	0	0
5284	ながめる	look out, gaze	ねこ が まど から そと を <b>ながめて</b> いる よ	The cat is at the window staring outside.	0	0
5285	ながめ	view, prospect	ここ からの <b>ながめ</b> は さいこう です	The view from here is fantastic.	0	0
5286	どうふう	enclosure	てがみ に しゃしん が <b>どうふう</b> されて いた よ	A photograph was enclosed with the letter.	0	0
5287	ふう	seal, sealing	てがみ に <b>ふう</b> を した よ	I sealed the letter.	0	0
5288	よびかける	call to, appeal to	ゆうじんたち に きょうりょく を <b>よびかけた</b> の	I asked some friends for their cooperation.	0	0
5289	ひっかかる	be caught, be trapped	さかな の ほね が のど に <b>ひっかかった</b>	A fish bone got caught in my throat.	0	0
5290	はなしかける	address someone, speak to someone	しらない ひと が <b>はなしかけて きた</b>	A stranger came up and spoke to me.	0	0
5291	とおりかかる	happen to pass by	その みせ を <b>とおりかかったら</b> ばーげん を やっていた 。	When I happened to pass the shop they were having a sale.	0	0
5292	ひっかける	hook on	その せんしゅ は はーどる に あし を <b>ひっかけた</b> ん だ	The athlete caught his foot on the hurdle.	0	0
5293	まとめ	summary	ろんぶん の <b>まとめ</b> を かいています 。	I'm writing a summary of the article.	0	0
5294	よりかかる	lean against something	かれ は ふぇんす に <b>よりかかった</b> の 。	He leant against the fence.	0	0
5295	そち	measure, step	ひさいしゃ を すくう ため の とくべつ な <b>そち</b> が とられました	Special measures were taken to help the disaster vicitims.	0	0
5296	はねる	run over, hit@leap, hop, bound	かれ は くるま に <b>はねられた</b> けど ぶじ だった の@うさぎ が ゆき の うえ を <b>はねて いった</b> よ	He was hit by a car but he was fine.@The rabbit hopped through the snow.	0	0
5297	はいけん	humbly look at or see	あなた の ちょしょ を <b>はいけん</b> しました	I read your book.	0	0
5298	ひかえる	hold back, show moderation	さいきん あまい もの を <b>ひかえて います</b>	I'm refraining from eating sweets these days.	0	0
5299	ひかえしつ	waiting room	ここ は おきゃくさま よう の <b>ひかえしつ</b> です 。	This is a waiting room for guests.	0	0
5300	まね	imitation, mimicry	むすめ は よく わたし の <b>まね</b> を します	My daughter often copies me.	0	0
5301	ちょう	public office, agency@intestines, entrails	かれ は けん<b>ちょう</b> で はたらいて います@かれ は <b>ちょう</b> の しゅじゅつ を うけた の	He works for the prefectural government.@He had an operation on his intestines.	0	0
5302	にぎりしめる	squeeze, grip	かれ は りょうて を <b>にぎりしめた</b> の	He clenched his fists.	0	0
5303	そろう	be (all) together	あさ は かぞく ぜんいん が <b>そろって</b> しょくじ します	The whole family eats together in the morning.	0	0
5304	そろえる	align, make uniform	はな は ながさ を <b>そろえて</b> かびん に さしましょう	Cut the flowers the same length and stand them in the vase.	0	0
5305	でむかえ	meeting, receiving	くうこう へ かのじょ を <b>でむかえ</b> に いきました	I went to the airport to pick her up.	0	0
5306	ほる	engrave, carve@dig, unearth	かれ は き の ぞう を <b>ほった</b> の@ここ に あな を <b>ほりましょう</b>	He carved a wooden image.@Let's dig a hole here.	0	0
5307	むかえ	greeting, meeting	えき まで <b>むかえ</b> に きて ください	Please come pick me up at the station.	0	0
5308	まねる	imitate, mimic	わたし の うごき を <b>まねて</b> ください	Please imitate my movements.	0	0
5309	とげる	accomplish, achieve	この かいしゃ は きゅうせいちょう を <b>とげました</b>	This company has achieved rapid growth.	0	0
5310	めぐる	go round, circulate	あした から おんせん を <b>めぐる</b> たび に でます	I'm going on a tour of hot springs tomorrow.	0	0
5311	たいぐう	treatment, pay	しゃいんたち は <b>たいぐう</b> の かいぜん を ようきゅう して いる	Employees are demanding improved working conditions.	0	0
5312	はいく	haiku	「さくら」 という ことば を つかって <b>はいく</b> を かいた よ	"I composed a haiku poem using the word """"sakura."""""	0	0
5313	はいゆう	actor, actress	かれ は <b>はいゆう</b> です	He's an actor.	0	0
5314	びんかん	sensitive	かのじょ は りゅうこう に <b>びんかん</b> だ ね	She's sensitive to the latest trends.	0	0
5315	まぶた	eyelid	ねむくて <b>まぶた</b> が おもく なってきた 。	I'm sleepy and my eyelids have gotten heavy.	0	0
5316	へんけん	prejudice, biased view	かれ は よのなか の <b>へんけん</b> と たたかった ん だ	He fought against prejudice in the world.	0	0
5317	なんべん	how many times	この えいが は <b>なんべん</b> も みました	I've seen this movie several times.	0	0
5318	せんでん	publicity, advertisement	その しょうひん の <b>せんでん</b> を よく みかけます	I often see advertisements for this product.	0	0
5319	まれ	rarely	かれ が しごと を やすむ の は <b>まれ</b> です	It's rare that he takes a day off from work.	0	0
5320	てんらんかい	exhibition	きのう え の <b>てんらんかい</b> に いって きました	I went to an exhibition yesterday.	0	0
5321	そうりだいじん	prime minister	こくみん の 6 わり が <b>そうりだいじん</b> を しじ して います	60 percent of the people support the Prime Minister.	0	0
5322	だいじん	minister	<b>だいじん</b> が おしょく で たいほ されました	The minister was arrested for corruption.	0	0
5323	りんじ	temporary, provisional	かのじょ は <b>りんじ</b> の てんいん です	She's a temporary clerk.	0	0
5324	ミスプリント	misprint, error	しりょう に <b>みすぷりんと</b> が ありました	There was a misprint in the materials.	0	0
5325	ないかく	cabinet	あたらしい <b>ないかく</b> が たんじょう した ね	A new Cabinet was formed.	0	0
5326	はばつ	clique, faction	あの だいがく に は <b>はばつ</b> が たくさん あります	There are a lot of factions at that university.	0	0
5327	なつかしい	longed-for, old	ここ は わたし に とって <b>なつかしい</b> ばしょ です	This is a nostalgic place for me.	0	0
5328	ふんか	eruption, volcanic activity	しま で かざん が <b>ふんか</b> した よ	The volcano erupted on the island.	0	0
5329	ふんすい	jet, fountain	こうえん の <b>ふんすい</b> の まえ で あいましょう	Let's meet in front of the fountain in the park.	0	0
5330	ふゆかい	unpleasant, disagreeable	かれ の はなし を きいて <b>ふゆかい</b> に なった	I got upset listening to his story.	0	0
5331	ゆかい	pleasant, delightful	かれら は とても <b>ゆかい</b> な ひとたち です	They're very pleasant people.	0	0
5332	まんが	manga, comics	いもうと は <b>まんが</b> が すき です	My little sister likes manga.	0	0
5333	でんたく	pocket calculator	この <b>でんたく</b> は ぽけっと に はいります	This calculator fits in your pocket.	0	0
5334	ゆうだい	grand, magnificent	<b>ゆうだい</b> な けしき に かんどう した の	I was impressed by the magnificent scenery.	0	0
5335	めくる	turn over	かれ は ぺーじ を <b>めくった</b> の	He turned the page.	0	0
5336	めす	female	この ねこ は <b>めす</b> です	This cat is a female.	0	0
5337	ようち	childish, infantile	その かんがえ は すこし <b>ようち</b> だ と おもう	I think that idea's a bit childish.	0	0
5338	めいしょう	name	みんな で せいひん の <b>めいしょう</b> を かんがえました	Everyone thought about the name of the product.	0	0
5339	ちつじょ	order, method	その くに の しゃかい <b>ちつじょ</b> は みだれて いる わ	Social order in that country is in a state of chaos.	0	0
5340	ものかげ	place behind something	わたしたち は <b>ものかげ</b> に かくれた ん だ	We hid ourselves away.	0	0
5341	めでたい	happy, fortunate	それは<b>めでたい</b>ことだ。	That's good news.	0	0
5342	みりょく	charm, attraction	かのじょ の あかるさ に <b>みりょく</b> を かんじました	I was charmed by her cheerfulness.	0	0
5343	みにくい	ugly, bad-looking	<b>みにくい</b> あらそい は やめましょう	Let's stop an ugly fight.	0	0
5344	わるがしこい	cunning, sly	かれ は <b>わるがしこい</b> おとこ だ な	He's a cunning fellow.	0	0
5345	ちょうじょう	summit, climax	あと すこし で やま の <b>ちょうじょう</b> です	The top of the mountain is not far from here.	0	0
5346	ちかごろ	recently, nowadays	<b>ちかごろ</b> かのじょ の ようす が おかしい	She's been behaving strangely these days.	0	0
5347	むじゅん	contradiction	かれ の いって いる こと は <b>むじゅん</b> して います	What he says is contradictory.	0	0
5348	もうかる	make a profit, be profitable	かれ の しょうばい は <b>もうかって いる</b> らしい ね	His business seems to be doing well.	0	0
5349	そうこ	warehouse, storehouse	この にもつ を <b>そうこ</b> に はこびましょう	Let's carry this luggage to the warehouse.	0	0
5350	そうりつ	establishment, organization	この がっこう は 1962 ねん に <b>そうりつ</b> されました	This school was established in 1962.	0	0
5351	ばっきん	fine, penalty	<b>ばっきん</b> を 3 まんえん も とられた よ	I was fined no less than 30,000 yen.	0	0
5352	ばっする	punish	かれ は いほう ちゅうしゃ で <b>ばっせられた</b> ん だ	He was fined for illegal parking.	0	0
5353	ばつ	punishment, penalty	かれ は わるい こと を した ので <b>ばつ</b> を うけた ん だ	He did something bad so he was punished.	0	0
5354	もうけ	profits, earnings	きょう の <b>もうけ</b> は 2 まんえん でした	Today's profit was 20,000 yen.	0	0
5355	ろうじん	old person, elderly	こども が <b>ろうじん</b> の て を ひいて あるいて いた の	The child held the old person's hand as they walked.	0	0
5356	にえる	boil, be boiled	もうすぐ じゃがいも が <b>にえます</b>	The potato will be cooked soon.	0	0
5357	むしあつい	humid	きょう は <b>むしあつい</b> ね	It's humid today.	0	0
5358	だまる	become silent, shut one's mouth	かれ は いつも <b>だまって</b> しごと を します	He always works in silence.	0	0
5359	もしかしたら	possibly, perhaps	<b>もしかしたら</b> らいねん てんきん に なる かも しれない	It's possible that I might be transferred next year.	0	0
5360	むだ	no good, pointless	それ は じかん の <b>むだ</b> です	It's a waste of time.	0	0
5361	むだづかい	wasting money	これ は ぜいきん の <b>むだづかい</b> だ ね	This is a waste of tax money.	0	0
5362	ふっとう	boiling	みず が <b>ふっとう</b> した よ	The water boiled.	0	0
5363	へんきゃく	return	としょかん に ほん を <b>へんきゃく</b> した よ	I returned the book to the library.	0	0
5364	もてる	be popular with the opposite sex	かれ は ひじょう に <b>もてる</b> ね	He's very popular.	0	0
5365	とちょう	Tokyo Metropolitan City Hall	あの たかい たてもの が <b>とちょう</b> です	That tall building is Tokyo Metropolitan City Hall.	0	0
5366	ふちょう	urban prefectural office	かれ は <b>ふちょう</b> で はたらいて います	He works for the prefectural office.	0	0
5367	まさつ	friction, rubbing	その ふたつ の くに に <b>まさつ</b> が しょうじた ん だ	Friction arose between the two countries.	0	0
5368	せんぱい	senior, superior	にっぽんじん は <b>せんぱい</b> こうはい の かんけい を とても たいせつ に かんがえます	Japanese people value the relationship between seniors and juniors.	0	0
5369	ぼうけん	adventure, risk	むかし の こどもたち は <b>ぼうけん</b> しょうせつ を よく よみました	Children in the past often read adventure novels.	0	0
5370	ぼくじょう	stock farm, pasture	おじ は <b>ぼくじょう</b> を もって いる ん だ	My uncle has a ranch.	0	0
5371	ゆでる	boil	いま やさい を <b>ゆでて います</b>	I'm boiling vegetables now.	0	0
5372	とりあえず	for now, first of all	<b>とりあえず</b> おしらせ して おきます	Here's my report, for now.	0	0
5373	ゆうき	courage, nerve	かれ は <b>ゆうき</b> が ある ね	He's courageous.	0	0
5374	はげます	encourage, urge	ちち が むすこ を <b>はげました</b> の	The father encouraged his son.	0	0
5375	れいか	below zero, sub-zero	きょう は <b>れいか</b> の さむさ でした ね	The cold was below zero today.	0	0
5376	ふんいき	atmosphere, mood	とても <b>ふんいき</b> の いい おみせ です ね	The shop has a really good atmosphere.	0	0
5377	ぼんち	valley, basin	<b>ぼんち</b> は なつ、とても あつい ん だ	It's very hot in the valley in summer.	0	0
5378	ぼん	Bon Festival@tray	お <b>ぼん</b> は じっか に かえりました@はは が りょうり を お<b>ぼん</b> に のせた の	I returned to my parents' home at the Bon festival.@My mother put the dishes on a tray.	0	0
5379	よこす	send, hand over	ちち が ながい てがみ を <b>よこした</b> よ	My father sent a long letter.	0	0
5380	たいしゅう	the masses, the populace	のう は もともと <b>たいしゅう</b> の ぶんか でした	Noh drama was originally the culture of the masses.	0	0
5381	ぶたい	stage, setting	その ものがたり は きょうと が <b>ぶたい</b> だ	The story is set in Kyoto.	0	0
5382	みまう	visit someone	きのう ゆうじん を <b>みまった</b> の	I went to visit a friend in hospital yesterday.	0	0
5383	みまい	personal visit	ともだち が <b>みまい</b> に きて くれた よ	My friend came to visit me in hospital.	0	0
5384	ぼんおどり	Bon Festival dance	みんな で <b>ぼんおどり</b> に いきました	We all went to the Bon festival dance.	0	0
5385	よす	quit, stop	ひと を からかう の は <b>よしなさい</b>	Stop making fun of people.	0	0
5386	ふるさと	hometown, birthplace	いつも <b>ふるさと</b> を なつかしく おもいだす の	I always remember my hometown fondly.	0	0
5387	ねらう	aim, be after	らいねん は ゆうしょう を <b>ねらいます</b>	We will aim for a victory next year.	0	0
5388	ちゅうおう	center	その こうえん は まち の ほぼ <b>ちゅうおう</b> に いち する ん だ	The park is located almost in the center of town.	0	0
5389	レクリエーション	recreation, games	ちょうないかい の <b>れくりえーしょん</b> に さんか した の	I took part in the recreational activities organized by the neighborhood association.	0	0
