	Kanji	English	Example Sentence	Example Sentence Reading	English Sentence	writing score	Reading	reading score
5485	突っ込む	"thrust in, dash into"	ポケットに財布を<b>突っ込んじゃった</b>。	ぽけっと に さいふ を <b>つっこん じゃった</b>	I thrust my wallet into my pocket.	0	つっこむ	0
5486	突く	"thrust, poke"	彼はビリヤードの球を上手に<b>突く</b>ね。	かれ は びりやーど の たま を じょうず に <b>つく</b> ね	He shoots pool very well.	0	つく	0
5487	追突	collision	バスが乗用車に<b>追突</b>したよ。	ばす が じょうようしゃ に <b>ついとつ</b> した よ	The bus bumped the passenger car from behind.	0	ついとつ	0
5488	触れる	"touch, come in contact with"	手と手が<b>触れて</b>どきどきしたよ。	て と て が <b>ふれて</b> どきどき した よ	My heart pounded as our hands touched.	0	ふれる	0
5489	避難	"refuge, shelter"	危ないので<b>避難</b>してください。	あぶない の で <b>ひなん</b> して ください	"It's dangerous here, so please evacuate!"	0	ひなん	0
5490	ツル	"crane, stork"	湖に<b>ツル</b>がいますよ。	みずうみ に <b>つる</b> が います よ	There's a crane on the lake.	0	ツル	0
5491	墜落	"fall, crash"	飛行機の<b>墜落</b>事故があったんだ。	ひこうき の <b>ついらく</b> じこ が あった ん だ	There was an airplane crash.	0	ついらく	0
5492	兵士	soldier	その爆撃で<b>兵士</b>が3人負傷しました。	その ばくげき で <b>へいし</b> が さんにん ふしょう しました	Three soldiers were injured in the bombing.	0	へいし	0
5493	兵器	"arms, weapon"	あの国は強力な<b>兵器</b>を持っている。	あの くに は きょうりょく な <b>へいき</b> を もって いる	That country has strong weapons.	0	へいき	0
5494	兵隊	"soldier, troops"	<b>兵隊</b>が銃をかまえていたよ。	<b>へいたい</b> が じゅう を かまえて いた よ	The soldier was holding the gun at the ready.	0	へいたい	0
5495	武器	"weapon, arms"	彼らは<b>武器</b>を取り、立ち上がった。	かれら は <b>ぶき</b> を とり たちあがった	"They took arms, and stood up."	0	ぶき	0
5496	武士	"samurai, warrior"	彼の家柄は<b>武士</b>でした。	かれ の いえがら は <b>ぶし</b> でした	He's from a samurai family.	0	ぶし	0
5497	でこぼこ	"unevenness, bumpiness"	この道は<b>でこぼこ</b>していますね。	この みち は <b>でこぼこ</b> して います ね	This road is bumpy.	0	でこぼこ	0
5498	弾	"bullet, shot"	彼はピストルに<b>弾</b>を込めたんだ。	かれ は ぴすとる に <b>たま</b> を こめた ん だ	He loaded the pistol.	0	たま	0
5499	弾む	"spring back, bounce"	このボールはよく<b>弾みます</b>ね。	この ぼーる は よく <b>はずみます</b> ね	This ball bounces well.	0	はずむ	0
5500	日の丸	"Rising Sun Flag, Japanese flag"	日本の国旗は<b>日の丸</b>と呼ばれています。	にっぽん の こっき は <b>ひのまる</b> と よばれて います	Japan's national flag is known as the rising-sun flag.	0	ひのまる	0
5501	真ん丸	perfect circle	今日は月が<b>真ん丸</b>です。	きょう は つき が <b>まんまる</b> です	The moon is perfectly round today.	0	まんまる	0
5502	爆発	"explosion, eruption"	ダイナマイトが<b>爆発</b>したんだ。	だいなまいと が <b>ばくはつ</b> した ん だ	The dynamite exploded.	0	ばくはつ	0
5503	てのひら	palm	<b>てのひら</b>に汗をかきました。	<b>てのひら</b> に あせ を かきました	My palms are sweating.	0	てのひら	0
5504	爆弾	bomb	その町に<b>爆弾</b>が落とされたの。	その まち に <b>ばくだん</b> が おとされた の	Bombs were dropped on that town.	0	ばくだん	0
5505	暴落	"slump, crash"	昨日株価が<b>暴落</b>しました。	きのう かぶか が <b>ぼうらく</b> しました	Stock prices dropped sharply yesterday.	0	ぼうらく	0
5506	暴力	"violence, force"	<b>暴力</b>はいけません。	<b>ぼうりょく</b> は いけません	Violence is wrong.	0	ぼうりょく	0
5507	乱暴	violence	人に<b>乱暴</b>してはいけません。	ひと に <b>らんぼう</b> して は いけません	You must not use violence on people.	0	らんぼう	0
5508	絶えず	"constantly, always"	今日は<b>絶えず</b>電話が鳴りました。	きょう は <b>たえず</b> でんわ が なりました	The telephone didn't stop ringing today.	0	たえず	0
5509	とがる	be sharp	この鉛筆は<b>とがっています</b>ね。	この えんぴつ は <b>とがって います</b> ね	This pencil is sharp.	0	とがる	0
5510	滅びる	"go to ruin, fall"	その文明は何千年も前に<b>滅びて</b>しまったの。	その ぶんめい は なんぜんねん も まえ に <b>ほろびて</b> しまった の	That civilization was destroyed thousands of years ago.	0	ほろびる	0
5511	防ぐ	"prevent, defend"	怪我を<b>防ぐ</b>ためによくストレッチをしてください。	けが を <b>ふせぐ</b> ため に よく すとれっち を して ください	Please stretch well to prevent injuries.	0	ふせぐ	0
5512	防衛	"defense, protection"	チャンピオンがタイトルを<b>防衛</b>した。	ちゃんぴおん が たいとる を <b>ぼうえい</b> した	The champion defended the title.	0	ぼうえい	0
5513	防止	"prevention, determent"	警察は犯罪の<b>防止</b>に努めています。	けいさつ は はんざい の <b>ぼうし</b> に つとめて います	The police are making efforts to prevent crime.	0	ぼうし	0
5514	予防	"prevention, protection"	虫歯は<b>予防</b>できます。	むしば は <b>よぼう</b> できます	Tooth decay can be prevented.	0	よぼう	0
5515	とんかつ	pork cutlet	昼食に<b>とんかつ</b>を食べました。	ちゅうしょく に <b>とん かつ</b> を たべました 。	I ate a pork cutlet for lunch.	0	とんかつ	0
5516	防火	"fire prevention, fireproof"	学校で<b>防火</b>訓練がありました。	がっこう で <b>ぼうか</b>くんれん が ありました	There was a fire drill at school.	0	ぼうか	0
5517	妨害	"hindrance, obstruction"	彼に営業を<b>妨害</b>されました。	かれ に えいぎょう を <b>ぼうがい</b> されました	My business operations were thwarted by him.	0	ぼうがい	0
5518	不機嫌	"bad mood, displeasure"	この頃、あの人は<b>不機嫌</b>ですね。	このごろ あの ひと は <b>ふきげん</b> です ね	He's been in a bad mood lately.	0	ふきげん	0
5519	徹夜	staying up all night	ゆうべは<b>徹夜</b>しました。	ゆうべ は <b>てつや</b> しました	I stayed up all last night.	0	てつや	0
5520	底	"bottom, depths"	コップの<b>底</b>が濡れていますよ。	こっぷ の <b>そこ</b> が ぬれて います よ	The bottom of the glass is wet.	0	そこ	0
5521	徹底的	"thorough, exhaustive"	部屋の中を<b>徹底的</b>に探しました。	へや の なか を <b>てっていてき</b> に さがしました	I searched inside the room thoroughly.	0	てっていてき	0
5522	どんなに	how much	彼女は<b>どんなに</b>嬉しかったろう。	かのじょ は <b>どんなに</b> うれしかったろう	How happy she must have been.	0	どんなに	0
5523	到底	"after all, in the long run"	今夜中に東京に着くのは<b>到底</b>無理でしょう。	こんやじゅう に とうきょう に つく の は <b>とうてい</b> むり でしょう	We can't possibly arrive in Tokyo tonight.	0	とうてい	0
5524	抵抗	"resistance, opposition"	犯人は警察に<b>抵抗</b>したの。	はんにん は けいさつ に <b>ていこう</b> した の	The criminal resisted the police.	0	ていこう	0
5525	敵	"enemy, foe"	あそこに<b>敵</b>がひそんでいる。	あそこ に <b>てき</b> が ひそんで いる	The enemy is lurking there.	0	てき	0
5526	態勢	"state, preparedness"	作業を始める<b>態勢</b>は整っています。	さぎょう を はじめる <b>たいせい</b> は ととのって います	The preparations for starting work are completed.	0	たいせい	0
5527	体系	"system, organization"	勤務の<b>体系</b>を見直すことにしました。	きんむ の <b>たいけい</b> を みなおす こと に しました	We've decided to review the work system.	0	たいけい	0
5528	なめる	"lick, lap"	犬に顔を<b>なめられました</b>。	いぬ に かお を <b>なめられました</b>	The dog licked my face.	0	なめる	0
5529	理系	science	彼は<b>理系</b>の学生です。	かれ は <b>りけい</b> の がくせい です	He's a science student.	0	りけい	0
5530	文系	"liberal arts, humanities"	彼女は<b>文系</b>です。	かのじょ は <b>ぶんけい</b> です	She's in a humanities program.	0	ぶんけい	0
5531	綿	cotton	私は<b>綿</b>のシャツをよく着ます。	わたし は <b>めん</b> の しゃつ を よく きます	I often wear cotton shirts.	0	めん	0
5532	繁栄	"prosperity, thriving"	あの国は経済的に<b>繁栄</b>しているわね。	あの くに は けいざいてき に <b>はんえい</b> して いる わ ね	That country is prospering economically.	0	はんえい	0
5533	日韓	Japan and Korea	<b>日韓</b>合同のコンサートが開かれたよ。	<b>にっかん</b> ごうどう の こんさーと が ひらかれた よ	There was a joint concert with Japan and South Korea.	0	にっかん	0
5534	にらむ	"glare, stare"	彼女は私を<b>にらんだ</b>の。	かのじょ は わたし を <b>にらんだ</b> の	She glared at me.	0	にらむ	0
5535	耐える	"withstand, endure"	このビルは大地震に<b>耐えられる</b>でしょうか。	この びる は おおじしん に <b>たえられる</b> でしょう か	Would this building be able to withstand a large earthquake?	0	たえる	0
5536	矢印	arrow	<b>矢印</b>にそって歩いてください。	<b>やじるし</b> に そって あるいて ください	Please follow the arrow.	0	やじるし	0
5537	爪切り	nail clipper	<b>爪切り</b>を取ってください。	<b>つめきり</b> を とって ください	Please pass me the nail clipper.	0	つめきり	0
5538	枠	"frame, limits"	<b>枠</b>の中に答えを書いてください。	<b>わく</b> の なか に こたえ を かいて ください	Please write the answer in the box.	0	わく	0
5539	棒	"rod, stick"	この<b>棒</b>は何に使うのですか。	この <b>ぼう</b> は なに に つかう の です か	What do you use this stick for?	0	ぼう	0
5540	人柄	"character, personality"	みんな彼の温かい<b>人柄</b>が大好きだよ。	みんな かれ の あたたかい <b>ひとがら</b> が だいすき だ よ	Everyone loves his warm personality.	0	ひとがら	0
5541	ねずみ	"rat, mouse"	台所に<b>ねずみ</b>が出た。	だいどころ に <b>ねずみ</b> が でた	A mouse came out in the kitchen.	0	ねずみ	0
5542	詰める	"stuff, fill"	かばんに荷物を<b>詰めました</b>。	かばん に にもつ を <b>つめました</b>	I packed my things into the bag.	0	つめる	0
5543	詰まる	"be stuffed, be stopped up"	プリンタのインクが<b>詰まって</b>しまいました。	ぷりんた の いんく が <b>つまって</b> しまいました	The printer's ink got blocked up.	0	つまる	0
5544	譲る	"transfer, concede"	上司が車を<b>譲ってくれた</b>の。	じょうし が くるま を <b>ゆずって くれた</b> の	My boss gave me his car.	0	ゆずる	0
5545	誠に	"truly, very"	<b>誠に</b>ありがとうございます。	<b>まことに</b> ありがとう ございます	Thank you very much indeed.	0	まことに	0
5546	盛り上げる	build up excitement	応援団が試合を<b>盛り上げた</b>んだ。	おうえんだん が しあい を <b>もりあげた</b> ん だ	The cheering squad boosted the excitement of the game.	0	もりあげる	0
5547	のぞく	"look, peep"	ドアの隙間から中を<b>のぞいた</b>んだ。	どあ の すきま から なか を <b>のぞいた</b> ん だ	I peeped inside through the crack in the door.	0	のぞく	0
5548	盛り上がる	"become lively, get fired up"	昨夜のパーティはとても<b>盛り上がった</b>な。	さくや の ぱーてぃ は とても <b>もりあがった</b> な	Last night's party was very lively.	0	もりあがる	0
5549	盛る	"heap up, fill"	ご飯を<b>盛って</b>ください。	ごはん を <b>もって</b> ください	Please fill the bowl with rice.	0	もる	0
5550	針	"needle, needle-shaped object"	母は糸を<b>針</b>に通した。	はは は いと を <b>はり</b> に とおした	My mother threaded the needle.	0	はり	0
5551	釣り	angling	父は<b>釣り</b>が大好きです。	ちち は <b>つり</b> が だいすき です	My father loves fishing.	0	つり	0
5552	釣り合い	"balance, proportion"	この紙飛行機は左右の<b>釣り合い</b>がとれていないな。	この かみひこうき は さゆう の <b>つりあい</b> が とれて いない な	The right-left balance on this paper airplane isn't right.	0	つりあい	0
5553	のんき	"carefree, easy-going"	彼はずいぶん<b>のんき</b>なやつだ。	かれ は ずいぶん <b>のんき</b> な やつ だ	He's a fairly easygoing guy.	0	のんき	0
5554	釣り合う	"balance, match"	収入と支出が<b>釣り合っていない</b>。	しゅうにゅう と ししゅつ が <b>つりあって いない</b>	The income and expenses don't balance.	0	つりあう	0
5555	鈍い	"dull, sluggish"	今日は頭の回転が<b>鈍い</b>です。	きょう は あたま の かいてん が <b>にぶい</b> です	My brain is working slowly today.	0	にぶい	0
5556	鈍感	thick-headedness	あの人は少し<b>鈍感</b>だと思います。	あの ひと は すこし <b>どんかん</b> だ と おもいます	That person is a bit thickheaded I think.	0	どんかん	0
5557	谷	"valley, ravine"	その村は深い<b>谷</b>にあるの。	その むら は ふかい <b>たに</b> に ある の	The village is in a deep valley.	0	たに	0
5558	余裕	"room, leeway"	出発まで時間の<b>余裕</b>があります。	しゅっぱつ まで じかん の <b>よゆう</b> が あります	There's plenty of time until departure.	0	よゆう	0
5559	入浴	bathing	私は毎日寝る前に<b>入浴</b>します。	わたし は まいにち ねる まえ に <b>にゅうよく</b> します	I take a bath every day before I go to bed.	0	にゅうよく	0
5560	はえ	fly	<b>はえ</b>がうるさく飛んでいるね。	<b>はえ</b> が うるさく とん でいる ね 。	An annoying fly is flying about.	0	はえ	0
5561	沿う	"lie along, follow along"	川に<b>沿って</b>歩いたんだ。	かわ に <b>そって</b> あるいた ん だ	I walked along the river.	0	そう	0
5562	浜	"beach, seashore"	今晩、<b>浜</b>で花火大会がありますよ。	こんばん <b>はま</b> で はなび たいかい が あります よ	There's going to be a fireworks show at the beach tonight.	0	はま	0
5563	浜辺	"beach, seashore"	<b>浜辺</b>できれいな貝がらを拾いました。	<b>はまべ</b> で きれい な かいがら を ひろいました	I picked up a beautiful shell on the beach.	0	はまべ	0
5564	湾	"bay, gulf"	東京<b>湾</b>は重要な役割を果たしている。	とうきょう<b>わん</b> は じゅうよう な やくわり を はたして いる	Tokyo Bay plays an important role.	0	わん	0
5565	潜る	dive into	彼は長い間海に<b>潜っていた</b>の。	かれ は ながい あいだ うみ に <b>もぐって いた</b> の	He was diving in the sea for a long time.	0	もぐる	0
5566	ばかばかしい	"stupid, absurd"	<b>ばかばかしい</b>映画だが面白かった。	<b>ばかばかしい</b> えいが だ が おもしろかった	It was an absurd but interesting movie.	0	ばかばかしい	0
5567	冷淡	"cool, indifferent"	彼は彼女に<b>冷淡</b>な態度をとったね。	かれ は かのじょ に <b>れいたん</b> な たいど を とった ね	He took a cold-hearted attitude toward her.	0	れいたん	0
5568	泥	"mud, dirt"	靴が<b>泥</b>だらけになったよ。	くつ が <b>どろ</b>だらけ に なった よ	Her shoes were covered with mud.	0	どろ	0
5569	濁る	get cloudy	その池の水は<b>濁っている</b>ね。	その いけ の みず は <b>にごって いる</b> ね	The pond water is cloudy.	0	にごる	0
5570	湯飲み	teacup	<b>湯飲み</b>にはお茶を入れてお茶碗にはご飯をよそいます。	<b>ゆのみ</b> に は おちゃ を いれて お ちゃわん に は ごはん を よそいます	We pour tea in a teacup and serve rice in a rice bowl.	0	ゆのみ	0
5571	湯気	"steam, vapor"	やかんから<b>湯気</b>が出ていますよ。	やかん から <b>ゆげ</b> が でて います よ	Steam is coming out the kettle.	0	ゆげ	0
5572	はかり	scales	ケーキを作る時は<b>はかり</b>を使います。	けーき を つくる とき は <b>はかり</b> を つかいます 。	I use a kitchen scale when I bake a cake.	0	はかり	0
5573	漏れる	"leak, be disclosed"	彼のヘッドフォンから音が<b>漏れて</b>いるね。	かれ の へっどふぉん から おと が <b>もれて</b> いる ね	Sound is leaking from his headphones.	0	もれる	0
5574	漏らす	"give away, let leak"	秘密を<b>漏らした</b>のは彼です。	ひみつ を <b>もらした</b> の は かれ です	He's the one who leaked the secret.	0	もらす	0
5575	漏る	"leak, be leaky"	天井から雨が<b>漏る</b>の。	てんじょう から あめ が <b>もる</b> の	Rain is leaking from the ceiling.	0	もる	0
5576	濡らす	"wet, moisten"	携帯電話を水で<b>濡らしてしまった</b>んだ。	けいたい でんわ を みず で <b>ぬらして しまった</b> ん だ	I got my cell phone wet.	0	ぬらす	0
5577	溝	"ditch, groove"	車が<b>溝</b>にはまったの。	くるま が <b>みぞ</b> に はまった の	The car got stuck in the ditch.	0	みぞ	0
5578	はしご	ladder	<b>はしご</b>を使って屋根に上りました。	<b>はしご</b> を つかって やね に のぼりました	I went up to the roof on a ladder.	0	はしご	0
5579	吐く	"holler, spew"	彼は乱暴な言葉を<b>吐いた</b>ぞ。	かれ は らんぼう な ことば を <b>はいた</b> ぞ	He hollered some rough words.	0	はく	0
5580	嘆く	"sigh, grieve"	<b>嘆いていて</b>も何も変わりません。	<b>なげいていて</b> も なに も かわりません	Grieving won't change anything.	0	なげく	0
5581	虫歯	"decayed tooth, cavity"	<b>虫歯</b>は予防できます。	<b>むしば</b> は よぼう できます	Tooth decay can be prevented.	0	むしば	0
5582	虫	"insect, worm"	庭で秋の<b>虫</b>が鳴いているね。	にわ で あき の <b>むし</b> が ないて いる ね	The autumn insects are chirping in the garden.	0	むし	0
5583	忠実	"faithfulness, devotion"	犬は飼い主に<b>忠実</b>です。	いぬ は かいぬし に <b>ちゅうじつ</b> です	Dogs are faithful to their owner.	0	ちゅうじつ	0
5584	忠告	"advice, admonishment"	先生からの<b>忠告</b>を聞くべきだよ。	せんせい から の <b>ちゅうこく</b> を きく べき だ よ	You should follow the teacher's advice.	0	ちゅうこく	0
5585	はだし	"barefoot, bare feet"	砂浜を<b>はだし</b>でかけ回ったんだ。	すなはま を <b>はだし</b> で かけまわった ん だ	He ran around on the beach barefoot.	0	はだし	0
5586	恵まれる	"be blessed, be privileged"	当日は天気に<b>恵まれました</b>。	とうじつ は てんき に <b>めぐまれました</b>	We were blessed with good weather that day.	0	めぐまれる	0
5587	道徳	"morality, morals"	子供には<b>道徳</b>をきちんと教えていきたいと思います。	こども に は <b>どうとく</b> を きちんと おしえて いきたいと おもいます	I'd like to properly teach my kids about morality.	0	どうとく	0
5588	直径	diameter	この円は<b>直径</b>6センチです。	この えん は <b>ちょっけい</b> 6 せんち です	This circle has a diameter of 6cm.	0	ちょっけい	0
5589	半径	radius	この円の<b>半径</b>は5センチです。	この えん の <b>はんけい</b> は 5 せんち です	The radius of this circle is five centimeters.	0	はんけい	0
5590	丼	bowl	彼はご飯を<b>丼</b>で食べたよ。	かれ は ごはん を <b>どんぶり</b> で たべた よ	He ate rice in a big bowl.	0	どんぶり	0
5591	バツ	"cross, x-mark"	<b>バツ</b>が三つあるので85点です。	<b>ばつ</b> が みっつ ある の で 85 てん です	Because there are three mistakes you get 85 points.	0	バツ	0
5592	豆	"bean, peas"	今、<b>豆</b>を煮ています。	いま <b>まめ</b> を にて います	I'm boiling some beans now.	0	まめ	0
5593	粒	"grain, drop"	その子は大<b>粒</b>の涙を浮かべていたの。	その こ は おお<b>つぶ</b> の なみだ を うかべていた の	The child's eyes were brimming with big tears.	0	つぶ	0
5594	麦	wheat	この畑では<b>麦</b>を作っています。	この はたけ で は <b>むぎ</b> を つくって います	We're growing wheat in this field.	0	むぎ	0
5595	田畑	fields and rice paddies	この村には<b>田畑</b>がたくさんあります。	この むら に は <b>たはた</b> が たくさん あります	There are a lot of fields in this village.	0	たはた	0
5596	灯油	"kerosene, lamp oil"	ストーブの<b>灯油</b>がなくなったわよ。	すとーぶ の <b>とうゆ</b> が なくなった わ よ	The kerosene for the stove has run out.	0	とうゆ	0
5597	はねる	"run over, hit"	彼は車に<b>はねられた</b>けど無事だったの。	かれ は くるま に <b>はねられた</b> けど ぶじ だった の	He was hit by a car but he was fine.	0	はねる	0
5598	電灯	"lamp, electric light"	午後5時には<b>電灯</b>がつきます。	ごご 5 じ に は <b>でんとう</b> が つきます	The light will be turned on at 5:00 pm.	0	でんとう	0
5599	炎	"flame, blaze"	ろうそくの<b>炎</b>が部屋を照らしたんだ。	ろうそく の <b>ほのお</b> が へや を てらした ん だ	The candle's flame lit the room.	0	ほのお	0
5600	皮肉	"cynicism, irony"	彼は<b>皮肉</b>ばかり言います。	かれ は <b>ひにく</b> ばかり いいます	He always says sarcastic things.	0	ひにく	0
5601	皮膚	skin	冬は<b>皮膚</b>が乾燥しますね。	ふゆ は <b>ひふ</b> が かんそう します ね	My skin dries out in winter.	0	ひふ	0
5602	生臭い	smelling of fish	まな板が<b>生臭い</b>です。	まないた が <b>なまぐさい</b> です	The chopping board smells fishy.	0	なまぐさい	0
5603	はれる	"swell, swell up"	今朝は目が<b>はれています</b>。	けさ は め が <b>はれて います</b>	My eyes are swollen this morning.	0	はれる	0
5604	臭う	stink (unpleasant)	流しが<b>臭う</b>のできれいにしたよ。	ながし が <b>におう</b> の で きれい に した よ	I cleaned the sink because it smelled.	0	におう	0
5605	面倒臭い	"troublesome, tiresome"	この計算は<b>面倒臭い</b>なあ。	この けいさん は <b>めんどうくさい</b> なあ	This calculation is troublesome.	0	めんどうくさい	0
5606	匂う	smell (pleasant)	バラの花が甘く<b>匂っている</b>ね。	ばら の はな が あまく <b>におって いる</b> ね	Rose flowers smell sweet.	0	におう	0
5607	同居	living together	私はまだ両親と<b>同居</b>しています。	わたし は まだ りょうしん と <b>どうきょ</b> して います	I still live with my parents.	0	どうきょ	0
5608	掘る	"dig, unearth"	ここに穴を<b>掘りましょう</b>。	ここ に あな を <b>ほりましょう</b>	Let's dig a hole here.	0	ほる	0
5609	ひく	run over	車に<b>ひかれないよう</b>気をつけなさい。	くるま に <b>ひかれない よう</b> き を つけなさい 。	Make sure you don't get run over by a car.	0	ひく	0
5610	塀	"fence, wall"	猫が<b>塀</b>の上で寝ているぞ。	ねこ が <b>へい</b> の うえ で ねて いる ぞ	The cat is sleeping on top of the wall.	0	へい	0
5611	大層	"very, highly"	彼は<b>大層</b>喜んでいました。	かれ は <b>たいそう</b> よろこんで いました	He was extremely pleased.	0	たいそう	0
5612	履歴	"history, personal history"	最近使ったファイルは、<b>履歴</b>からすぐ開けます。	さいきん つかった ふぁいる は、 <b>りれき</b> から すぐ ひらけます	You can easily open recently used files from the history folder.	0	りれき	0
5613	履歴書	"resume, bio"	面接のために<b>履歴書</b>を書きました。	めんせつ の ため に <b>りれきしょ</b> を かきました	I wrote out my resume for the interview.	0	りれきしょ	0
5614	履物	footwear	<b>履物</b>は靴箱に入れてください。	<b>はきもの</b> は くつばこ に いれて ください	Please put your footwear in the shoe cupboard	0	はきもの	0
5615	ヒント	"hint, clue"	何か<b>ヒント</b>をください。	なにか <b>ひんと</b> を ください	Please give me a hint.	0	ヒント	0
5616	戸棚	"closet, cupboard"	この皿を<b>戸棚</b>にしまってください。	この さら を <b>とだな</b> に しまって ください	Please put away this plate in the cupboard.	0	とだな	0
5617	扉	door	彼は<b>扉</b>を開けたんだ。	かれ は <b>とびら</b> を あけた ん だ	He opened the door.	0	とびら	0
5618	羽根	feather	このペンは鳥の<b>羽根</b>で作られています。	この ぺん は とり の <b>はね</b> で つくられて います	This pen is made from a bird's feather.	0	はね	0
5619	翌日	the following day	<b>翌日</b>、彼に会いに行きました。	<b>よくじつ</b> かれ に あい に いきました	I went to see him the next day.	0	よくじつ	0
5620	翌朝	the following morning	<b>翌朝</b>は快晴だったね。	<b>よくあさ</b> は かいせい だった ね	The weather was fine the next morning.	0	よくあさ	0
5621	翌年	the following year	彼女は大学卒業の<b>翌年</b>に結婚したの。	かのじょ は だいがく そつぎょう の <b>よくねん</b> に けっこん した の	She married the year after graduating from university.	0	よくねん	0
5622	ファックス	"facsimile, fax"	詳細は<b>ファックス</b>で送ります。	しょうさい は <b>ふぁっくす</b> で おくります	I'll send the details by fax.	0	ファックス	0
5623	群れ	"crowd, herd"	湖に鳥の<b>群れ</b>がいたよ。	みずうみ に とり の <b>むれ</b> が いた よ	There was a flock of birds on the lake.	0	むれ	0
5624	殴る	"hit, strike"	彼は思わず友人を<b>殴った</b>の。	かれ は おもわず ゆうじん を <b>なぐった</b> の	He hit his friend without thinking.	0	なぐる	0
5625	要旨	"gist, overview"	会議の<b>要旨</b>は次の通りです。	かいぎ の <b>ようし</b> は つぎ の とおり です	The summary of the conference is as follows.	0	ようし	0
5626	肌	"skin, surface"	彼女は<b>肌</b>がとても白いですね。	かのじょ は <b>はだ</b> が とても しろい です ね	Her skin is very white.	0	はだ	0
5627	肌着	underwear	寒いので暖かい<b>肌着</b>を着ました。	さむい の で あたたかい <b>はだぎ</b> を きました	I was cold so I put on some warm underwear.	0	はだぎ	0
5628	ふもと	foot of the mountain	彼は山の<b>ふもと</b>に住んでいるよ。	かれ は やま の <b>ふもと</b> に すんで いる よ	He lives at the foot of a mountain.	0	ふもと	0
5629	肌色	flesh color	彼女は<b>肌色</b>のシャツを着ています。	かのじょ は <b>はだいろ</b> の しゃつ を きて います	She's wearing a skin-colored shirt.	0	はだいろ	0
5630	腸	"intestines, entrails"	彼は<b>腸</b>の手術を受けたの。	かれ は <b>ちょう</b> の しゅじゅつ を うけた の	He had an operation on his intestines.	0	ちょう	0
5631	大胆	"boldness, daring"	彼女はずいぶん<b>大胆</b>なことを言うね。	かのじょ は ずいぶん <b>だいたん</b> な こと を いう ね	She says fairly bold things.	0	だいたん	0
5632	幕	curtain	ステージの<b>幕</b>が上がったんだ。	すてーじ の <b>まく</b> が あがった ん だ	The stage curtain rose.	0	まく	0
5633	夕暮れ	"evening, twilight"	<b>夕暮れ</b>の空がきれいですね。	<b>ゆうぐれ</b> の そら が きれい です ね	The twilight sky is beautiful.	0	ゆうぐれ	0
5634	フルーツ	fruit	おいしそうな<b>フルーツ</b>ゼリーだね。	おいし そう な <b>ふるーつ</b>ぜりー だ ね	"That fruit jelly looks delicious, doesn't it?"	0	フルーツ	0
5635	墓	"grave, gravestone"	祖父の<b>墓</b>は近くにあります。	そふ の <b>はか</b> は ちかく に あります	My grandfather's grave is nearby.	0	はか	0
5636	墓地	"graveyard, cemetery"	寺のとなりに<b>墓地</b>があります。	てら の となり に <b>ぼち</b> が あります	There's a graveyard next to the temple.	0	ぼち	0
5637	墓参り	visit to a grave	明日は家族で<b>墓参り</b>に行きます。	あした は かぞく で <b>はかまいり</b> に いきます	I'm going to visit the grave with my family tomorrow.	0	はかまいり	0
5638	芽	"bud, sprout"	チューリップの<b>芽</b>が出ました。	ちゅーりっぷ の <b>め</b> が でました	The tulip buds emerged.	0	め	0
5639	葬式	funeral ceremony	彼の<b>葬式</b>は明日です。	かれ の <b>そうしき</b> は あした です	His funeral is tomorrow.	0	そうしき	0
5640	へそ	"the navel, the bellybutton"	カエルには<b>へそ</b>がないんだ。	かえる に は <b>へそ</b> が ない ん だ	Frogs have no belly button.	0	へそ	0
5641	礼儀	"good manners, courtesy"	彼女は<b>礼儀</b>が身に付いています。	かのじょ は <b>れいぎ</b> が み に ついて います	She's accomplished in etiquette.	0	れいぎ	0
5642	憎む	"hate, detest"	彼はもう彼女を<b>憎んで</b>はいないよ。	かれ は もう かのじょ を <b>にくんで</b> は いない よ	He no longer hates her.	0	にくむ	0
5643	憎しみ	"hatred, enmity"	彼の心は<b>憎しみ</b>に満ちていたんだ。	かれ の こころ は <b>にくしみ</b> に みちて いた ん だ	His heart was filled with hatred.	0	にくしみ	0
5644	憎らしい	"hateful, horrible"	妹は時々<b>憎らしい</b>ことを言うんだ。	いもうと は ときどき <b>にくらしい</b> こと を いう ん だ	My little sister sometimes says hateful things.	0	にくらしい	0
5645	憎い	"hateful, abominable"	彼が<b>憎い</b>ですか。	かれ が <b>にくい</b> です か	Do you hate him?	0	にくい	0
5646	仏	"buddha, Buddhist image"	<b>仏</b>の教えを勉強しました。	<b>ほとけ</b> の おしえ を べんきょう しました	I studied the teachings of Buddha.	0	ほとけ	0
5647	べたべた	stick together	カップルが<b>べたべた</b>しているね。	かっぷる が <b>べたべた</b> して いる ね	That couple are inseparable.	0	べたべた	0
5648	仏教	Buddhism	お葬式は<b>仏教</b>で行うことが多いです。	おそうしき は <b>ぶっきょう</b> で おこなう こと が おおい です	Funerals are often conducted according to Buddhist rites.	0	ぶっきょう	0
5649	坊さん	Buddhist priest	私の友人はお<b>坊さん</b>をしているの。	わたし の ゆうじん は お<b>ぼうさん</b> を して いる の	My friend works as a priest.	0	ぼうさん	0
5650	竹	bamboo	この笛は<b>竹</b>でできている。	この ふえ は <b>たけ</b> で できて いる	This flute is made of bamboo.	0	たけ	0
